timestamp,raw_gesture,stable_gesture,command,throttle,vx,vy,vz,yaw_rate,altitude,fps
1776435974.609,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435974.622,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.6
1776435974.637,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.6
1776435974.651,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.6
1776435974.664,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.6
1776435974.678,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.6
1776435974.692,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.6
1776435974.707,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.6
1776435974.722,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435974.736,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.1
1776435974.750,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.1
1776435974.766,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,70.9
1776435974.780,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,70.8
1776435974.794,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,70.8
1776435974.808,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,70.7
1776435974.823,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,70.6
1776435974.837,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,70.7
1776435974.851,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,70.7
1776435974.865,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,70.9
1776435974.878,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.0
1776435974.892,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,70.9
1776435974.906,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.1
1776435974.920,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.0
1776435974.934,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.2
1776435974.948,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.1
1776435974.961,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435974.976,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.1
1776435974.989,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.002,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.017,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.031,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.045,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.0
1776435975.059,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.1
1776435975.073,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.2
1776435975.087,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.0
1776435975.101,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.0
1776435975.115,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.0
1776435975.129,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.0
1776435975.144,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.2
1776435975.157,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.171,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.185,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.7
1776435975.198,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.8
1776435975.212,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.8
1776435975.227,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.7
1776435975.241,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.8
1776435975.254,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,72.0
1776435975.268,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,72.1
1776435975.282,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,72.0
1776435975.296,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.8
1776435975.311,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.7
1776435975.325,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.7
1776435975.338,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.7
1776435975.353,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.7
1776435975.366,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.9
1776435975.381,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.5
1776435975.396,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.5
1776435975.411,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.425,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.0
1776435975.440,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.0
1776435975.454,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.0
1776435975.467,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.2
1776435975.481,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.2
1776435975.495,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.2
1776435975.508,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.4
1776435975.523,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.536,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.550,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.4
1776435975.565,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.578,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.592,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.606,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.620,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.2
1776435975.633,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.648,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.662,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.676,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.690,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.2
1776435975.704,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.1
1776435975.718,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.732,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.5
1776435975.746,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.760,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.2
1776435975.774,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.3
1776435975.788,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.1
1776435975.801,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.5
1776435975.815,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.18,71.6
1776435975.828,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.0
1776435975.843,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435975.857,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.0
1776435975.872,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435975.886,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435975.900,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435975.913,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435975.927,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.7
1776435975.940,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.0
1776435975.955,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435975.968,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.9
1776435975.982,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.0
1776435975.997,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435976.010,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.0
1776435976.024,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.9
1776435976.037,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.0
1776435976.051,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.9
1776435976.065,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.1
1776435976.080,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.9
1776435976.093,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.9
1776435976.108,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435976.123,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435976.138,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.5
1776435976.152,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.5
1776435976.167,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.5
1776435976.181,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.7
1776435976.195,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.4
1776435976.209,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.6
1776435976.223,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.3
1776435976.237,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.3
1776435976.250,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.3
1776435976.264,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.5
1776435976.278,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.5
1776435976.293,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.5
1776435976.306,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.5
1776435976.320,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.5
1776435976.335,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.4
1776435976.348,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.5
1776435976.363,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.1
1776435976.377,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.3
1776435976.391,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.2
1776435976.404,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.3
1776435976.420,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.1
1776435976.433,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.1
1776435976.447,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.1
1776435976.461,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.0
1776435976.475,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.1
1776435976.489,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,70.9
1776435976.503,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.1
1776435976.517,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.1
1776435976.530,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.3
1776435976.545,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.3
1776435976.558,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.6
1776435976.572,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.6
1776435976.587,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.6
1776435976.600,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.6
1776435976.614,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.7
1776435976.628,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.6
1776435976.643,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.7
1776435976.656,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.7
1776435976.670,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.6
1776435976.684,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.7
1776435976.697,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.7
1776435976.711,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435976.725,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.7
1776435976.739,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435976.754,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.7
1776435976.767,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.7
1776435976.781,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435976.796,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.7
1776435976.809,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.9
1776435976.823,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.7
1776435976.838,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435976.852,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.7
1776435976.865,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435976.879,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435976.893,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435976.906,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.0
1776435976.920,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.0
1776435976.934,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.9
1776435976.948,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.9
1776435976.963,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435976.977,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435976.991,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435977.004,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.0
1776435977.018,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.9
1776435977.031,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.1
1776435977.045,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.2
1776435977.058,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.3
1776435977.073,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.1
1776435977.087,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.9
1776435977.101,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.9
1776435977.115,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.9
1776435977.129,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.8
1776435977.143,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.9
1776435977.156,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.9
1776435977.171,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.0
1776435977.185,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.0
1776435977.198,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.1
1776435977.212,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.1
1776435977.226,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.0
1776435977.240,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.0
1776435977.254,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.2
1776435977.267,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.3
1776435977.281,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.2
1776435977.295,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.3
1776435977.309,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.1
1776435977.324,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,72.0
1776435977.338,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.9
1776435977.352,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.9
1776435977.366,FORWARD,FORWARD,FORWARD,1.00,1.00,0.00,0.00,0.0,15.17,71.9
1776435977.378,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,72.4
1776435977.395,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,71.9
1776435977.411,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,71.6
1776435977.426,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,71.3
1776435977.442,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,70.9
1776435977.458,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,70.6
1776435977.474,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,70.2
1776435977.488,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,70.0
1776435977.504,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,69.8
1776435977.520,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,69.6
1776435977.535,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,69.5
1776435977.550,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,69.2
1776435977.566,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,69.1
1776435977.581,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,68.8
1776435977.597,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,68.5
1776435977.613,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,68.3
1776435977.628,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,68.1
1776435977.644,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,67.7
1776435977.658,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,67.6
1776435977.674,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,67.3
1776435977.690,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,67.0
1776435977.706,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,66.7
1776435977.721,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,66.4
1776435977.737,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,66.1
1776435977.753,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,65.7
1776435977.768,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,65.6
1776435977.784,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,65.4
1776435977.800,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,65.1
1776435977.816,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.9
1776435977.832,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.6
1776435977.847,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.1
1776435977.862,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.3
1776435977.878,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.4
1776435977.894,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.3
1776435977.908,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.5
1776435977.925,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.3
1776435977.940,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.5
1776435977.955,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.3
1776435977.970,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.5
1776435977.987,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.4
1776435978.002,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.4
1776435978.017,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.3
1776435978.033,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.3
1776435978.048,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.3
1776435978.063,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.3
1776435978.080,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.2
1776435978.096,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.1
1776435978.113,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,64.0
1776435978.130,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.7
1776435978.145,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.8
1776435978.161,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.8
1776435978.177,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.8
1776435978.193,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.6
1776435978.208,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.7
1776435978.224,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.8
1776435978.240,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.7
1776435978.256,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.7
1776435978.271,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.9
1776435978.286,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.9
1776435978.302,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.8
1776435978.318,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.8
1776435978.333,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.8
1776435978.349,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.8
1776435978.364,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.9
1776435978.380,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.7
1776435978.395,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.8
1776435978.411,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.7
1776435978.426,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.7
1776435978.442,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.6
1776435978.458,No Hand,NONE,HOVER,1.00,1.00,0.00,0.00,0.0,15.17,63.7
